reference,customer_name,status,last_update
TV-108165,Pacific Beverages,picked_up,2026-07-09T06:51:00Z
TV-108166,Highland Textiles,created,2026-07-01T13:05:00Z
TV-108167,Sunrise Motors,picked_up,2026-07-04T13:27:00Z
TV-108168,Riverside Supplies,in_transit,2026-07-04T11:30:00Z
TV-108169,Silverline Electronics,created,2026-07-06T07:17:00Z
TV-108170,Bluegum Motors,picked_up,2026-07-06T20:32:00Z
TV-108171,Silverline Wholesale,picked_up,2026-07-07T22:37:00Z
TV-108172,Summit Motors,picked_up,2026-07-07T15:42:00Z
TV-108173,Northern Hardware,picked_up,2026-07-05T16:07:00Z
TV-108174,Bluegum Pharma,delivered,2026-07-07T13:59:00Z
TV-108175,Pacific Distribution,failed,2026-07-09T17:24:00Z
TV-108176,Sunrise Motors,picked_up,2026-07-05T08:11:00Z
TV-108177,Highland Electronics,created,2026-07-07T06:17:00Z
TV-108178,Harbour Textiles,picked_up,2026-07-02T03:19:00Z
TV-108179,Harbour Hardware,picked_up,2026-07-09T00:10:00Z
TV-108180,Sunrise Textiles,picked_up,2026-07-04T21:19:00Z
TV-108181,Acme Foods,created,2026-07-06T16:08:00Z
TV-108182,Silverline Pharma,created,2026-07-09T13:29:00Z
TV-108183,Skyline Hardware,in_transit,2026-07-07T18:38:00Z
TV-108184,Coastal Foods,delivered,2026-07-03T14:01:00Z
TV-108185,Bluegum Retail,delivered,2026-07-09T08:20:00Z
TV-108186,Acme Motors,picked_up,2026-07-07T13:19:00Z
TV-108187,Highland Motors,in_transit,2026-07-02T03:55:00Z
TV-108188,Coastal Distribution,in_transit,2026-07-09T18:01:00Z
TV-108189,Baywater Wholesale,picked_up,2026-07-05T13:14:00Z
TV-108190,Pacific Textiles,picked_up,2026-07-03T11:35:00Z
TV-108191,Skyline Freight,created,2026-07-05T07:51:00Z
TV-108192,Coastal Freight,picked_up,2026-07-08T20:04:00Z
TV-108193,Highland Supplies,created,2026-07-01T15:04:00Z
TV-108194,Eastlink Packaging,in_transit,2026-07-02T13:17:00Z
TV-108195,Crestview Motors,delivered,2026-07-03T22:38:00Z
TV-108196,Acme Distribution,created,2026-07-05T03:31:00Z
TV-108197,Golden Retail,picked_up,2026-07-06T23:36:00Z
TV-108198,Kingsway Packaging,picked_up,2026-07-06T02:38:00Z
TV-108199,Northern Beverages,delivered,2026-07-01T18:47:00Z
TV-108200,Silverline Freight,picked_up,2026-07-03T19:06:00Z
TV-108201,Harbour Beverages,created,2026-07-06T08:31:00Z
TV-108202,Skyline Hardware,picked_up,2026-07-05T08:28:00Z
TV-108203,Summit Freight,in_transit,2026-07-02T21:57:00Z
TV-108204,Ironbark Electronics,delivered,2026-07-09T20:34:00Z
TV-108205,Harbour Freight,delivered,2026-07-03T19:22:00Z
TV-108206,Summit Beverages,picked_up,2026-07-04T01:09:00Z
TV-108207,Redwood Supplies,failed,2026-07-07T10:06:00Z
TV-108208,Bluegum Textiles,picked_up,2026-07-01T22:42:00Z
TV-108209,Acme Logistics,in_transit,2026-07-08T23:51:00Z
TV-108210,Acme Trading,created,2026-07-07T03:06:00Z
TV-108211,Coastal Textiles,in_transit,2026-07-07T13:24:00Z
TV-108212,Golden Freight,created,2026-07-01T20:09:00Z
TV-108213,Metro Logistics,in_transit,2026-07-02T04:41:00Z
TV-108214,Golden Pharma,delivered,2026-07-01T20:26:00Z
TV-108215,Bluegum Hardware,delivered,2026-07-02T01:06:00Z
TV-108216,Northern Retail,delivered,2026-07-08T15:10:00Z
TV-108217,Highland Electronics,in_transit,2026-07-07T19:04:00Z
TV-108218,Golden Logistics,created,2026-07-03T17:14:00Z
TV-108219,Kingsway Distribution,in_transit,2026-07-08T21:23:00Z
TV-108220,Skyline Retail,picked_up,2026-07-04T19:46:00Z
TV-108221,Harbour Packaging,delivered,2026-07-05T10:38:00Z
TV-108222,Skyline Packaging,failed,2026-07-01T13:40:00Z
TV-108223,Skyline Freight,created,2026-07-01T11:16:00Z
TV-108224,Coastal Wholesale,picked_up,2026-07-05T03:48:00Z
TV-108225,Skyline Retail,delivered,2026-07-07T19:58:00Z
TV-108226,Golden Hardware,failed,2026-07-06T16:59:00Z
TV-108227,Coastal Supplies,picked_up,2026-07-08T02:57:00Z
TV-108228,Harbour Foods,delivered,2026-07-02T19:37:00Z
TV-108229,Redwood Motors,created,2026-07-09T10:05:00Z
TV-108230,Silverline Beverages,delivered,2026-07-09T11:19:00Z
TV-108231,Bluegum Foods,delivered,2026-07-06T22:06:00Z
TV-108232,Northern Pharma,in_transit,2026-07-02T01:21:00Z
TV-108233,Northern Electronics,created,2026-07-02T19:10:00Z
TV-108234,Sunrise Hardware,picked_up,2026-07-08T07:51:00Z
TV-108235,Metro Pharma,picked_up,2026-07-01T19:23:00Z
TV-108236,Coastal Freight,created,2026-07-04T11:04:00Z
TV-108237,Redwood Supplies,in_transit,2026-07-05T05:16:00Z
TV-108238,Sunrise Packaging,created,2026-07-08T16:10:00Z
TV-108239,Silverline Pharma,in_transit,2026-07-02T14:59:00Z
TV-108240,Baywater Hardware,created,2026-07-07T00:09:00Z
TV-108241,Pacific Trading,in_transit,2026-07-09T14:46:00Z
TV-108242,Kingsway Motors,created,2026-07-05T06:58:00Z
TV-108243,Northern Beverages,in_transit,2026-07-08T09:15:00Z
TV-108244,Crestview Textiles,in_transit,2026-07-04T01:06:00Z
TV-108245,Skyline Electronics,in_transit,2026-07-04T12:09:00Z
TV-108246,Riverside Foods,picked_up,2026-07-07T23:20:00Z
TV-108247,Acme Supplies,in_transit,2026-07-04T04:43:00Z
TV-108248,Sunrise Logistics,in_transit,2026-07-06T02:49:00Z
TV-108249,Sunrise Hardware,created,2026-07-09T17:45:00Z
TV-108250,Sunrise Pharma,in_transit,2026-07-03T13:51:00Z
TV-108251,Coastal Wholesale,picked_up,2026-07-01T23:03:00Z
TV-108252,Ironbark Motors,in_transit,2026-07-09T12:19:00Z
TV-108253,Skyline Beverages,in_transit,2026-07-04T08:54:00Z
TV-108254,Redwood Textiles,created,2026-07-06T10:55:00Z
TV-108255,Sunrise Textiles,delivered,2026-07-06T12:31:00Z
TV-108256,Golden Motors,picked_up,2026-07-08T15:56:00Z
TV-108257,Pacific Foods,created,2026-07-09T18:08:00Z
TV-108258,Acme Motors,created,2026-07-04T11:42:00Z
TV-108259,Harbour Freight,in_transit,2026-07-06T23:01:00Z
TV-108260,Summit Textiles,in_transit,2026-07-05T21:55:00Z
TV-108261,Acme Beverages,delivered,2026-07-07T10:45:00Z
TV-108262,Skyline Pharma,created,2026-07-01T14:16:00Z
TV-108263,Redwood Supplies,delivered,2026-07-02T06:20:00Z
TV-108264,Bluegum Retail,in_transit,2026-07-03T00:40:00Z
TV-108265,Pacific Textiles,in_transit,2026-07-06T23:52:00Z
TV-108266,Harbour Freight,delivered,2026-07-06T16:20:00Z
TV-108267,Sunrise Foods,created,2026-07-07T01:06:00Z
TV-108268,Riverside Wholesale,picked_up,2026-07-04T02:08:00Z
TV-108269,Skyline Hardware,created,2026-07-09T05:13:00Z
TV-108270,Eastlink Retail,created,2026-07-06T14:35:00Z
TV-108271,Bluegum Motors,delivered,2026-07-08T20:03:00Z
TV-108272,Metro Electronics,delivered,2026-07-08T19:28:00Z
TV-108273,Northern Hardware,created,2026-07-09T22:06:00Z
TV-108274,Redwood Freight,in_transit,2026-07-03T22:08:00Z
TV-108275,Highland Beverages,delivered,2026-07-08T10:28:00Z
TV-108276,Crestview Packaging,picked_up,2026-07-04T07:18:00Z
TV-108277,Acme Distribution,in_transit,2026-07-06T15:33:00Z
TV-108278,Northern Logistics,created,2026-07-02T12:44:00Z
TV-108279,Skyline Trading,delivered,2026-07-10T01:39:00Z
TV-108280,Coastal Textiles,created,2026-07-04T08:10:00Z
TV-108281,Redwood Motors,in_transit,2026-07-02T10:27:00Z
TV-108282,Highland Freight,delivered,2026-07-05T12:16:00Z
TV-108283,Acme Trading,delivered,2026-07-01T23:31:00Z
TV-108284,Northern Textiles,delivered,2026-07-04T09:56:00Z
TV-108285,Kingsway Distribution,in_transit,2026-07-05T16:07:00Z
TV-108286,Ironbark Trading,failed,2026-07-10T05:33:00Z
TV-108287,Golden Trading,in_transit,2026-07-02T08:57:00Z
TV-108288,Summit Hardware,in_transit,2026-07-04T06:24:00Z
TV-108289,Golden Logistics,created,2026-07-08T14:47:00Z
TV-108290,Eastlink Textiles,delivered,2026-07-02T11:58:00Z
TV-108291,Pacific Wholesale,picked_up,2026-07-01T22:24:00Z
TV-108292,Skyline Distribution,picked_up,2026-07-02T04:35:00Z
TV-108293,Sunrise Hardware,delivered,2026-07-10T06:07:00Z
TV-108294,Coastal Packaging,picked_up,2026-07-09T20:19:00Z
TV-108295,Golden Wholesale,in_transit,2026-07-08T22:53:00Z
TV-108296,Bluegum Freight,created,2026-07-02T17:46:00Z
TV-108297,Highland Electronics,in_transit,2026-07-08T22:25:00Z
TV-108298,Golden Supplies,in_transit,2026-07-04T09:45:00Z
TV-108299,Metro Packaging,created,2026-07-07T09:48:00Z
TV-108300,Sunrise Motors,in_transit,2026-07-03T17:14:00Z
TV-108301,Golden Supplies,in_transit,2026-07-07T10:10:00Z
TV-108302,Silverline Freight,in_transit,2026-07-02T00:23:00Z
TV-108303,Riverside Motors,in_transit,2026-07-01T16:34:00Z
TV-108304,Silverline Wholesale,picked_up,2026-07-05T06:50:00Z
TV-108305,Pacific Textiles,in_transit,2026-07-07T03:35:00Z
TV-108306,Riverside Pharma,in_transit,2026-07-08T16:05:00Z
TV-108307,Kingsway Wholesale,in_transit,2026-07-01T15:39:00Z
TV-108308,Redwood Freight,failed,2026-07-06T23:44:00Z
TV-108309,Coastal Distribution,delivered,2026-07-03T17:50:00Z
TV-108310,Coastal Retail,in_transit,2026-07-02T19:54:00Z
TV-108311,Kingsway Foods,delivered,2026-07-06T22:26:00Z
TV-108312,Crestview Distribution,in_transit,2026-07-07T18:25:00Z
TV-108313,Skyline Supplies,picked_up,2026-07-01T17:15:00Z
TV-108314,Bluegum Logistics,created,2026-07-01T21:19:00Z
TV-108315,Skyline Pharma,picked_up,2026-07-05T18:32:00Z
TV-108316,Coastal Motors,delivered,2026-07-05T11:26:00Z
TV-108317,Eastlink Motors,delivered,2026-07-08T02:07:00Z
TV-108318,Skyline Hardware,in_transit,2026-07-08T17:55:00Z
TV-108319,Summit Retail,created,2026-07-07T23:08:00Z
TV-108320,Sunrise Retail,in_transit,2026-07-01T14:39:00Z
TV-108321,Northern Electronics,in_transit,2026-07-05T08:43:00Z
TV-108322,Bluegum Logistics,created,2026-07-09T22:20:00Z
TV-108323,Metro Foods,picked_up,2026-07-02T22:35:00Z
TV-108324,Golden Supplies,failed,2026-07-07T17:55:00Z
TV-108325,Summit Textiles,in_transit,2026-07-08T22:31:00Z
TV-108326,Crestview Motors,picked_up,2026-07-02T17:57:00Z
TV-108327,Pacific Hardware,picked_up,2026-07-05T13:30:00Z
TV-108328,Highland Pharma,in_transit,2026-07-04T03:19:00Z
TV-108329,Golden Foods,in_transit,2026-07-04T09:01:00Z
TV-108330,Eastlink Supplies,in_transit,2026-07-03T02:24:00Z
TV-108331,Metro Electronics,delivered,2026-07-08T01:31:00Z
TV-108332,Skyline Electronics,in_transit,2026-07-05T03:47:00Z
TV-108333,Highland Wholesale,in_transit,2026-07-09T10:13:00Z
TV-108334,Sunrise Textiles,created,2026-07-03T07:19:00Z
TV-108335,Skyline Hardware,created,2026-07-06T22:37:00Z
TV-108336,Summit Pharma,picked_up,2026-07-06T07:59:00Z
TV-108337,Metro Beverages,picked_up,2026-07-09T02:26:00Z
TV-108338,Highland Trading,failed,2026-07-03T18:14:00Z
TV-108339,Crestview Freight,picked_up,2026-07-06T17:55:00Z
TV-108340,Acme Motors,in_transit,2026-07-09T10:00:00Z
TV-108341,Crestview Wholesale,created,2026-07-04T11:57:00Z
TV-108342,Riverside Pharma,created,2026-07-02T06:03:00Z
TV-108343,Acme Wholesale,created,2026-07-02T17:31:00Z
TV-108344,Golden Pharma,failed,2026-07-02T21:05:00Z
TV-108345,Kingsway Motors,picked_up,2026-07-01T18:20:00Z
TV-108346,Coastal Retail,in_transit,2026-07-08T00:28:00Z
TV-108347,Bluegum Foods,picked_up,2026-07-06T08:47:00Z
TV-108348,Northern Electronics,in_transit,2026-07-03T09:51:00Z
TV-108349,Eastlink Packaging,in_transit,2026-07-03T19:15:00Z
TV-108350,Golden Textiles,delivered,2026-07-03T12:50:00Z
TV-108351,Bluegum Motors,picked_up,2026-07-08T06:00:00Z
TV-108352,Coastal Freight,picked_up,2026-07-02T05:47:00Z
TV-108353,Crestview Logistics,failed,2026-07-02T21:40:00Z
TV-108354,Metro Trading,picked_up,2026-07-02T02:29:00Z
TV-108355,Redwood Supplies,in_transit,2026-07-09T06:18:00Z
TV-108356,Ironbark Trading,delivered,2026-07-10T07:44:00Z
TV-108357,Coastal Foods,created,2026-07-05T10:37:00Z
TV-108358,Riverside Logistics,created,2026-07-05T09:14:00Z
TV-108359,Silverline Foods,picked_up,2026-07-02T01:53:00Z
TV-108360,Kingsway Electronics,in_transit,2026-07-01T22:07:00Z
TV-108361,Sunrise Packaging,picked_up,2026-07-06T15:32:00Z
TV-108362,Golden Electronics,picked_up,2026-07-02T12:47:00Z
TV-108363,Harbour Textiles,picked_up,2026-07-04T11:08:00Z
TV-108364,Riverside Hardware,in_transit,2026-07-01T22:06:00Z
TV-108365,Acme Pharma,in_transit,2026-07-08T05:37:00Z
TV-108366,Highland Logistics,created,2026-07-01T08:04:00Z
TV-108367,Silverline Hardware,picked_up,2026-07-01T15:30:00Z
TV-108368,Summit Pharma,created,2026-07-03T02:46:00Z
TV-108369,Riverside Trading,in_transit,2026-07-05T06:48:00Z
TV-108370,Bluegum Motors,in_transit,2026-07-07T19:42:00Z
TV-108371,Northern Freight,failed,2026-07-04T00:03:00Z
TV-108372,Summit Foods,delivered,2026-07-05T07:47:00Z
TV-108373,Riverside Trading,created,2026-07-03T13:59:00Z
TV-108374,Redwood Pharma,failed,2026-07-07T14:24:00Z
TV-108375,Highland Distribution,delivered,2026-07-01T08:49:00Z
TV-108376,Acme Retail,delivered,2026-07-05T03:48:00Z
TV-108377,Eastlink Beverages,in_transit,2026-07-02T17:14:00Z
TV-108378,Redwood Hardware,failed,2026-07-06T09:09:00Z
TV-108379,Coastal Pharma,delivered,2026-07-08T17:23:00Z
TV-108380,Ironbark Hardware,delivered,2026-07-05T00:37:00Z
TV-108381,Ironbark Electronics,created,2026-07-08T00:28:00Z
TV-108382,Pacific Distribution,in_transit,2026-07-05T03:32:00Z
TV-108383,Eastlink Supplies,delivered,2026-07-03T08:03:00Z
TV-108384,Crestview Retail,in_transit,2026-07-09T00:54:00Z
TV-108385,Summit Pharma,delivered,2026-07-05T04:36:00Z
TV-108386,Golden Logistics,in_transit,2026-07-10T01:29:00Z
TV-108387,Silverline Distribution,picked_up,2026-07-08T17:50:00Z
TV-108388,Metro Beverages,in_transit,2026-07-01T20:33:00Z
TV-108389,Crestview Distribution,created,2026-07-06T20:58:00Z
TV-108390,Northern Packaging,in_transit,2026-07-08T05:08:00Z
TV-108391,Bluegum Motors,in_transit,2026-07-02T13:06:00Z
TV-108392,Metro Logistics,delivered,2026-07-06T10:38:00Z
TV-108393,Redwood Textiles,delivered,2026-07-07T17:54:00Z
TV-108394,Ironbark Foods,in_transit,2026-07-07T09:31:00Z
TV-108395,Harbour Logistics,created,2026-07-09T21:11:00Z
TV-108396,Golden Supplies,delivered,2026-07-06T12:59:00Z
TV-108397,Sunrise Electronics,created,2026-07-07T01:37:00Z
TV-108398,Highland Beverages,delivered,2026-07-07T10:54:00Z
TV-108399,Pacific Freight,delivered,2026-07-06T17:04:00Z
TV-108400,Northern Beverages,in_transit,2026-07-07T21:00:00Z
TV-108401,Metro Wholesale,delivered,2026-07-09T18:12:00Z
TV-108402,Eastlink Beverages,picked_up,2026-07-04T06:38:00Z
TV-108403,Sunrise Logistics,created,2026-07-04T09:50:00Z
TV-108404,Baywater Trading,delivered,2026-07-08T11:33:00Z
TV-108405,Sunrise Wholesale,created,2026-07-07T02:58:00Z
TV-108406,Baywater Retail,picked_up,2026-07-06T05:59:00Z
TV-108407,Riverside Foods,picked_up,2026-07-08T22:28:00Z
TV-108408,Kingsway Freight,in_transit,2026-07-10T03:59:00Z
TV-108409,Riverside Freight,delivered,2026-07-06T20:06:00Z
TV-108410,Acme Pharma,picked_up,2026-07-01T09:19:00Z
TV-108411,Redwood Packaging,delivered,2026-07-08T20:09:00Z
TV-108412,Eastlink Retail,created,2026-07-05T12:19:00Z
TV-108413,Crestview Supplies,picked_up,2026-07-05T04:57:00Z
TV-108414,Silverline Motors,failed,2026-07-07T22:28:00Z
TV-108415,Kingsway Motors,created,2026-07-05T03:06:00Z
TV-108416,Highland Logistics,delivered,2026-07-08T18:24:00Z
TV-108417,Northern Beverages,picked_up,2026-07-01T16:25:00Z
TV-108418,Crestview Wholesale,created,2026-07-04T03:08:00Z
TV-108419,Redwood Wholesale,picked_up,2026-07-08T00:38:00Z
TV-108420,Highland Packaging,in_transit,2026-07-08T08:21:00Z
TV-108421,Kingsway Motors,delivered,2026-07-01T15:32:00Z
TV-108422,Acme Foods,failed,2026-07-01T20:00:00Z
TV-108423,Metro Motors,delivered,2026-07-02T11:07:00Z
TV-108424,Pacific Motors,delivered,2026-07-01T16:34:00Z
TV-108425,Kingsway Distribution,created,2026-07-09T15:13:00Z
TV-108426,Crestview Pharma,in_transit,2026-07-03T13:47:00Z
TV-108427,Redwood Beverages,delivered,2026-07-04T01:05:00Z
TV-108428,Harbour Beverages,delivered,2026-07-03T10:54:00Z
TV-108429,Kingsway Motors,delivered,2026-07-09T09:17:00Z
TV-108430,Ironbark Distribution,created,2026-07-09T17:48:00Z
TV-108431,Summit Pharma,delivered,2026-07-06T05:10:00Z
TV-108432,Harbour Distribution,delivered,2026-07-04T19:59:00Z
TV-108433,Harbour Distribution,in_transit,2026-07-03T23:51:00Z
TV-108434,Bluegum Trading,delivered,2026-07-03T07:16:00Z
TV-108435,Riverside Retail,picked_up,2026-07-02T06:26:00Z
TV-108436,Baywater Packaging,picked_up,2026-07-07T21:21:00Z
TV-108437,Ironbark Electronics,picked_up,2026-07-02T17:29:00Z
TV-108438,Summit Trading,created,2026-07-06T13:53:00Z
TV-108439,Acme Distribution,picked_up,2026-07-08T20:43:00Z
TV-108440,Coastal Supplies,in_transit,2026-07-10T05:08:00Z
TV-108441,Coastal Packaging,delivered,2026-07-02T03:24:00Z
TV-108442,Sunrise Hardware,in_transit,2026-07-02T14:09:00Z
TV-108443,Skyline Wholesale,delivered,2026-07-01T09:55:00Z
TV-108444,Harbour Beverages,picked_up,2026-07-07T21:29:00Z
TV-108445,Sunrise Hardware,in_transit,2026-07-05T13:11:00Z
TV-108446,Crestview Beverages,delivered,2026-07-09T21:18:00Z
TV-108447,Bluegum Supplies,delivered,2026-07-09T12:29:00Z
TV-108448,Crestview Logistics,in_transit,2026-07-06T19:15:00Z
TV-108449,Redwood Hardware,picked_up,2026-07-01T10:17:00Z
TV-108450,Golden Electronics,in_transit,2026-07-08T14:58:00Z
TV-108451,Riverside Freight,in_transit,2026-07-04T23:33:00Z
TV-108452,Baywater Electronics,created,2026-07-04T14:30:00Z
TV-108453,Golden Electronics,delivered,2026-07-07T08:30:00Z
TV-108454,Sunrise Wholesale,delivered,2026-07-02T23:12:00Z
TV-108455,Riverside Logistics,in_transit,2026-07-02T22:42:00Z
TV-108456,Pacific Supplies,in_transit,2026-07-09T05:03:00Z
TV-108457,Silverline Foods,picked_up,2026-07-08T02:27:00Z
TV-108458,Redwood Supplies,picked_up,2026-07-08T16:13:00Z
TV-108459,Pacific Supplies,in_transit,2026-07-01T17:28:00Z
TV-108460,Bluegum Packaging,picked_up,2026-07-04T19:21:00Z
TV-108461,Pacific Trading,picked_up,2026-07-07T23:30:00Z
TV-108462,Eastlink Logistics,created,2026-07-04T06:09:00Z
TV-108463,Eastlink Trading,picked_up,2026-07-07T18:44:00Z
TV-108464,Summit Motors,created,2026-07-02T13:37:00Z
TV-108465,Acme Supplies,in_transit,2026-07-08T22:34:00Z
TV-108466,Redwood Foods,in_transit,2026-07-05T05:41:00Z
TV-108467,Skyline Wholesale,picked_up,2026-07-09T06:11:00Z
TV-108468,Ironbark Freight,delivered,2026-07-02T12:29:00Z
TV-108469,Sunrise Beverages,delivered,2026-07-08T06:11:00Z
TV-108470,Redwood Trading,delivered,2026-07-09T09:11:00Z
TV-108471,Silverline Trading,delivered,2026-07-07T20:09:00Z
TV-108472,Harbour Hardware,delivered,2026-07-09T10:35:00Z
TV-108473,Bluegum Beverages,in_transit,2026-07-05T20:31:00Z
TV-108474,Northern Motors,picked_up,2026-07-08T19:25:00Z
TV-108475,Silverline Supplies,in_transit,2026-07-09T10:02:00Z
TV-108476,Silverline Beverages,created,2026-07-06T14:41:00Z
TV-108477,Summit Electronics,delivered,2026-07-01T20:32:00Z
TV-108478,Bluegum Retail,created,2026-07-10T03:36:00Z
TV-108479,Skyline Hardware,delivered,2026-07-08T04:35:00Z
TV-108480,Northern Supplies,picked_up,2026-07-08T01:37:00Z
TV-108481,Bluegum Pharma,in_transit,2026-07-02T21:30:00Z
TV-108482,Baywater Foods,created,2026-07-06T20:30:00Z
TV-108483,Highland Beverages,delivered,2026-07-07T18:10:00Z
TV-108484,Golden Hardware,created,2026-07-01T09:04:00Z
TV-108485,Highland Motors,delivered,2026-07-02T05:02:00Z
TV-108486,Golden Packaging,in_transit,2026-07-09T12:41:00Z
TV-108487,Sunrise Retail,failed,2026-07-07T11:27:00Z
TV-108488,Coastal Hardware,picked_up,2026-07-02T17:54:00Z
TV-108489,Metro Beverages,created,2026-07-08T13:06:00Z
TV-108490,Skyline Packaging,delivered,2026-07-03T06:50:00Z
TV-108491,Riverside Retail,in_transit,2026-07-06T01:53:00Z
TV-108492,Ironbark Supplies,failed,2026-07-05T18:41:00Z
TV-108493,Northern Hardware,picked_up,2026-07-08T04:17:00Z
TV-108494,Northern Textiles,picked_up,2026-07-04T14:37:00Z
TV-108495,Eastlink Hardware,picked_up,2026-07-05T00:12:00Z
TV-108496,Eastlink Logistics,in_transit,2026-07-01T11:57:00Z
TV-108497,Highland Motors,in_transit,2026-07-04T21:34:00Z
TV-108498,Metro Beverages,in_transit,2026-07-02T01:53:00Z
TV-108499,Redwood Distribution,picked_up,2026-07-04T13:18:00Z
TV-108500,Kingsway Distribution,in_transit,2026-07-01T21:27:00Z
TV-108501,Eastlink Retail,picked_up,2026-07-09T17:23:00Z
TV-108502,Golden Distribution,delivered,2026-07-01T14:40:00Z
TV-108503,Northern Freight,in_transit,2026-07-10T07:06:00Z
TV-108504,Acme Foods,failed,2026-07-08T09:13:00Z
TV-108505,Ironbark Textiles,picked_up,2026-07-04T00:20:00Z
TV-108506,Kingsway Foods,picked_up,2026-07-09T22:34:00Z
TV-108507,Bluegum Wholesale,picked_up,2026-07-06T21:40:00Z
TV-108508,Harbour Foods,delivered,2026-07-05T20:38:00Z
TV-108509,Eastlink Wholesale,in_transit,2026-07-06T17:55:00Z
TV-108510,Sunrise Freight,created,2026-07-04T14:40:00Z
TV-108511,Bluegum Freight,delivered,2026-07-05T22:56:00Z
TV-108512,Northern Motors,picked_up,2026-07-07T22:24:00Z
TV-108513,Metro Retail,picked_up,2026-07-08T05:48:00Z
TV-108514,Harbour Wholesale,created,2026-07-02T21:54:00Z
TV-108515,Metro Packaging,created,2026-07-03T16:42:00Z
TV-108516,Pacific Supplies,picked_up,2026-07-07T19:28:00Z
TV-108517,Riverside Beverages,in_transit,2026-07-07T01:41:00Z
TV-108518,Northern Trading,delivered,2026-07-06T17:12:00Z
TV-108519,Highland Packaging,created,2026-07-02T19:56:00Z
TV-108520,Sunrise Beverages,created,2026-07-03T20:21:00Z
TV-108521,Sunrise Wholesale,created,2026-07-03T00:25:00Z
TV-108522,Sunrise Hardware,in_transit,2026-07-04T22:01:00Z
TV-108523,Harbour Motors,in_transit,2026-07-03T09:21:00Z
TV-108524,Riverside Retail,delivered,2026-07-08T23:52:00Z
TV-108525,Crestview Packaging,failed,2026-07-09T08:50:00Z
TV-108526,Harbour Logistics,in_transit,2026-07-08T03:18:00Z
TV-108527,Metro Trading,failed,2026-07-04T11:23:00Z
TV-108528,Metro Distribution,picked_up,2026-07-05T19:07:00Z
TV-108529,Baywater Motors,picked_up,2026-07-09T20:27:00Z
TV-108530,Golden Retail,created,2026-07-04T05:03:00Z
TV-108531,Pacific Foods,created,2026-07-08T12:27:00Z
TV-108532,Crestview Textiles,picked_up,2026-07-06T08:32:00Z
TV-108533,Sunrise Pharma,in_transit,2026-07-03T02:55:00Z
TV-108534,Redwood Beverages,failed,2026-07-08T11:16:00Z
TV-108535,Ironbark Hardware,delivered,2026-07-07T12:55:00Z
TV-108536,Northern Trading,created,2026-07-08T04:16:00Z
TV-108537,Pacific Logistics,in_transit,2026-07-03T19:32:00Z
TV-108538,Pacific Hardware,failed,2026-07-01T19:50:00Z
TV-108539,Redwood Textiles,picked_up,2026-07-05T05:25:00Z
TV-108540,Ironbark Distribution,delivered,2026-07-06T09:46:00Z
TV-108541,Kingsway Retail,delivered,2026-07-02T16:55:00Z
TV-108542,Acme Trading,in_transit,2026-07-06T14:17:00Z
TV-108543,Northern Trading,delivered,2026-07-08T14:08:00Z
TV-108544,Coastal Hardware,in_transit,2026-07-05T15:22:00Z
TV-108545,Skyline Packaging,delivered,2026-07-07T08:16:00Z
TV-108546,Bluegum Textiles,in_transit,2026-07-04T17:00:00Z
TV-108547,Ironbark Foods,created,2026-07-06T15:07:00Z
TV-108548,Coastal Freight,created,2026-07-07T04:32:00Z
TV-108549,Baywater Hardware,delivered,2026-07-05T20:06:00Z
TV-108550,Bluegum Wholesale,in_transit,2026-07-07T22:21:00Z
TV-108551,Eastlink Textiles,created,2026-07-01T19:24:00Z
TV-108552,Riverside Electronics,in_transit,2026-07-03T01:54:00Z
TV-108553,Metro Hardware,in_transit,2026-07-07T04:51:00Z
TV-108554,Riverside Retail,created,2026-07-07T17:59:00Z
TV-108555,Harbour Textiles,picked_up,2026-07-05T01:02:00Z
TV-108556,Baywater Hardware,in_transit,2026-07-06T19:03:00Z
TV-108557,Golden Trading,picked_up,2026-07-06T11:44:00Z
TV-108558,Metro Freight,delivered,2026-07-01T20:18:00Z
TV-108559,Northern Logistics,delivered,2026-07-04T19:48:00Z
TV-108560,Silverline Freight,delivered,2026-07-01T20:37:00Z
TV-108561,Riverside Electronics,delivered,2026-07-03T02:23:00Z
TV-108562,Highland Motors,created,2026-07-01T12:24:00Z
TV-108563,Northern Electronics,picked_up,2026-07-04T21:01:00Z
TV-108564,Harbour Textiles,in_transit,2026-07-01T16:59:00Z
TV-108565,Crestview Beverages,in_transit,2026-07-07T19:02:00Z
TV-108566,Sunrise Motors,in_transit,2026-07-01T14:59:00Z
TV-108567,Highland Logistics,in_transit,2026-07-03T14:06:00Z
TV-108568,Northern Hardware,delivered,2026-07-07T11:02:00Z
TV-108569,Kingsway Supplies,in_transit,2026-07-09T21:12:00Z
TV-108570,Sunrise Pharma,created,2026-07-01T21:44:00Z
TV-108571,Bluegum Supplies,in_transit,2026-07-05T21:01:00Z
TV-108572,Silverline Trading,in_transit,2026-07-09T03:49:00Z
TV-108573,Baywater Hardware,created,2026-07-09T01:41:00Z
TV-108574,Riverside Beverages,delivered,2026-07-07T02:03:00Z
TV-108575,Acme Pharma,in_transit,2026-07-09T15:00:00Z
TV-108576,Bluegum Retail,picked_up,2026-07-05T03:15:00Z
TV-108577,Crestview Electronics,picked_up,2026-07-05T14:56:00Z
TV-108578,Golden Wholesale,picked_up,2026-07-03T17:32:00Z
